concentration,lat,lon,date,id
4.843364653488081,41.39216,2.009802,2023-01-01 00:00:00,1
6.574416782132253,41.39216,2.009802,2023-01-01 01:00:00,2
10.58749893178319,41.39216,2.009802,2023-01-01 02:00:00,3
19.369118380623437,41.39216,2.009802,2023-01-01 03:00:00,4
36.27592661357822,41.39216,2.009802,2023-01-01 04:00:00,5
61.964126530448574,41.39216,2.009802,2023-01-01 05:00:00,6
88.36656439543007,41.39216,2.009802,2023-01-01 06:00:00,7
100.00125,41.39216,2.009802,2023-01-01 07:00:00,8
100.00125,41.39216,2.009802,2023-01-01 08:00:00,9
88.36656439543007,41.39216,2.009802,2023-01-01 09:00:00,10
61.964126530448574,41.39216,2.009802,2023-01-01 10:00:00,11
36.27592661357822,41.39216,2.009802,2023-01-01 11:00:00,12
19.369118380623437,41.39216,2.009802,2023-01-01 12:00:00,13
10.58749893178319,41.39216,2.009802,2023-01-01 13:00:00,14
19.369118380623437,41.39216,2.009802,2023-01-01 14:00:00,15
36.27592661357822,41.39216,2.009802,2023-01-01 15:00:00,16
61.964126530448574,41.39216,2.009802,2023-01-01 16:00:00,17
88.36656439543007,41.39216,2.009802,2023-01-01 17:00:00,18
100.00125,41.39216,2.009802,2023-01-01 18:00:00,19
100.00125,41.39216,2.009802,2023-01-01 19:00:00,20
88.36656439543007,41.39216,2.009802,2023-01-01 20:00:00,21
61.964126530448574,41.39216,2.009802,2023-01-01 21:00:00,22
36.27592661357822,41.39216,2.009802,2023-01-01 22:00:00,23
19.369118380623437,41.39216,2.009802,2023-01-01 23:00:00,24
4.843364653488081,41.39216,2.009802,2023-01-02 00:00:00,25
6.574416782132253,41.39216,2.009802,2023-01-02 01:00:00,26
10.58749893178319,41.39216,2.009802,2023-01-02 02:00:00,27
19.369118380623437,41.39216,2.009802,2023-01-02 03:00:00,28
36.27592661357822,41.39216,2.009802,2023-01-02 04:00:00,29
61.964126530448574,41.39216,2.009802,2023-01-02 05:00:00,30
88.36656439543007,41.39216,2.009802,2023-01-02 06:00:00,31
100.00125,41.39216,2.009802,2023-01-02 07:00:00,32
100.00125,41.39216,2.009802,2023-01-02 08:00:00,33
88.36656439543007,41.39216,2.009802,2023-01-02 09:00:00,34
61.964126530448574,41.39216,2.009802,2023-01-02 10:00:00,35
36.27592661357822,41.39216,2.009802,2023-01-02 11:00:00,36
19.369118380623437,41.39216,2.009802,2023-01-02 12:00:00,37
10.58749893178319,41.39216,2.009802,2023-01-02 13:00:00,38
19.369118380623437,41.39216,2.009802,2023-01-02 14:00:00,39
36.27592661357822,41.39216,2.009802,2023-01-02 15:00:00,40
61.964126530448574,41.39216,2.009802,2023-01-02 16:00:00,41
88.36656439543007,41.39216,2.009802,2023-01-02 17:00:00,42
100.00125,41.39216,2.009802,2023-01-02 18:00:00,43
100.00125,41.39216,2.009802,2023-01-02 19:00:00,44
88.36656439543007,41.39216,2.009802,2023-01-02 20:00:00,45
61.964126530448574,41.39216,2.009802,2023-01-02 21:00:00,46
36.27592661357822,41.39216,2.009802,2023-01-02 22:00:00,47
19.369118380623437,41.39216,2.009802,2023-01-02 23:00:00,48
4.843364653488081,41.39216,2.009802,2023-01-03 00:00:00,49
6.574416782132253,41.39216,2.009802,2023-01-03 01:00:00,50
10.58749893178319,41.39216,2.009802,2023-01-03 02:00:00,51
19.369118380623437,41.39216,2.009802,2023-01-03 03:00:00,52
36.27592661357822,41.39216,2.009802,2023-01-03 04:00:00,53
61.964126530448574,41.39216,2.009802,2023-01-03 05:00:00,54
88.36656439543007,41.39216,2.009802,2023-01-03 06:00:00,55
100.00125,41.39216,2.009802,2023-01-03 07:00:00,56
100.00125,41.39216,2.009802,2023-01-03 08:00:00,57
88.36656439543007,41.39216,2.009802,2023-01-03 09:00:00,58
61.964126530448574,41.39216,2.009802,2023-01-03 10:00:00,59
36.27592661357822,41.39216,2.009802,2023-01-03 11:00:00,60
19.369118380623437,41.39216,2.009802,2023-01-03 12:00:00,61
10.58749893178319,41.39216,2.009802,2023-01-03 13:00:00,62
19.369118380623437,41.39216,2.009802,2023-01-03 14:00:00,63
36.27592661357822,41.39216,2.009802,2023-01-03 15:00:00,64
61.964126530448574,41.39216,2.009802,2023-01-03 16:00:00,65
88.36656439543007,41.39216,2.009802,2023-01-03 17:00:00,66
100.00125,41.39216,2.009802,2023-01-03 18:00:00,67
100.00125,41.39216,2.009802,2023-01-03 19:00:00,68
88.36656439543007,41.39216,2.009802,2023-01-03 20:00:00,69
61.964126530448574,41.39216,2.009802,2023-01-03 21:00:00,70
36.27592661357822,41.39216,2.009802,2023-01-03 22:00:00,71
19.369118380623437,41.39216,2.009802,2023-01-03 23:00:00,72
4.843364653488081,41.39216,2.009802,2023-01-04 00:00:00,73
6.574416782132253,41.39216,2.009802,2023-01-04 01:00:00,74
10.58749893178319,41.39216,2.009802,2023-01-04 02:00:00,75
19.369118380623437,41.39216,2.009802,2023-01-04 03:00:00,76
36.27592661357822,41.39216,2.009802,2023-01-04 04:00:00,77
61.964126530448574,41.39216,2.009802,2023-01-04 05:00:00,78
88.36656439543007,41.39216,2.009802,2023-01-04 06:00:00,79
100.00125,41.39216,2.009802,2023-01-04 07:00:00,80
100.00125,41.39216,2.009802,2023-01-04 08:00:00,81
88.36656439543007,41.39216,2.009802,2023-01-04 09:00:00,82
61.964126530448574,41.39216,2.009802,2023-01-04 10:00:00,83
36.27592661357822,41.39216,2.009802,2023-01-04 11:00:00,84
19.369118380623437,41.39216,2.009802,2023-01-04 12:00:00,85
10.58749893178319,41.39216,2.009802,2023-01-04 13:00:00,86
19.369118380623437,41.39216,2.009802,2023-01-04 14:00:00,87
36.27592661357822,41.39216,2.009802,2023-01-04 15:00:00,88
61.964126530448574,41.39216,2.009802,2023-01-04 16:00:00,89
88.36656439543007,41.39216,2.009802,2023-01-04 17:00:00,90
100.00125,41.39216,2.009802,2023-01-04 18:00:00,91
100.00125,41.39216,2.009802,2023-01-04 19:00:00,92
88.36656439543007,41.39216,2.009802,2023-01-04 20:00:00,93
61.964126530448574,41.39216,2.009802,2023-01-04 21:00:00,94
36.27592661357822,41.39216,2.009802,2023-01-04 22:00:00,95
19.369118380623437,41.39216,2.009802,2023-01-04 23:00:00,96
4.843364653488081,41.39216,2.009802,2023-01-05 00:00:00,97
6.574416782132253,41.39216,2.009802,2023-01-05 01:00:00,98
10.58749893178319,41.39216,2.009802,2023-01-05 02:00:00,99
19.369118380623437,41.39216,2.009802,2023-01-05 03:00:00,100
36.27592661357822,41.39216,2.009802,2023-01-05 04:00:00,101
61.964126530448574,41.39216,2.009802,2023-01-05 05:00:00,102
88.36656439543007,41.39216,2.009802,2023-01-05 06:00:00,103
100.00125,41.39216,2.009802,2023-01-05 07:00:00,104
100.00125,41.39216,2.009802,2023-01-05 08:00:00,105
88.36656439543007,41.39216,2.009802,2023-01-05 09:00:00,106
61.964126530448574,41.39216,2.009802,2023-01-05 10:00:00,107
36.27592661357822,41.39216,2.009802,2023-01-05 11:00:00,108
19.369118380623437,41.39216,2.009802,2023-01-05 12:00:00,109
10.58749893178319,41.39216,2.009802,2023-01-05 13:00:00,110
19.369118380623437,41.39216,2.009802,2023-01-05 14:00:00,111
36.27592661357822,41.39216,2.009802,2023-01-05 15:00:00,112
61.964126530448574,41.39216,2.009802,2023-01-05 16:00:00,113
88.36656439543007,41.39216,2.009802,2023-01-05 17:00:00,114
100.00125,41.39216,2.009802,2023-01-05 18:00:00,115
100.00125,41.39216,2.009802,2023-01-05 19:00:00,116
88.36656439543007,41.39216,2.009802,2023-01-05 20:00:00,117
61.964126530448574,41.39216,2.009802,2023-01-05 21:00:00,118
36.27592661357822,41.39216,2.009802,2023-01-05 22:00:00,119
19.369118380623437,41.39216,2.009802,2023-01-05 23:00:00,120
4.843364653488081,41.39216,2.009802,2023-01-06 00:00:00,121
6.574416782132253,41.39216,2.009802,2023-01-06 01:00:00,122
10.58749893178319,41.39216,2.009802,2023-01-06 02:00:00,123
19.369118380623437,41.39216,2.009802,2023-01-06 03:00:00,124
36.27592661357822,41.39216,2.009802,2023-01-06 04:00:00,125
61.964126530448574,41.39216,2.009802,2023-01-06 05:00:00,126
88.36656439543007,41.39216,2.009802,2023-01-06 06:00:00,127
100.00125,41.39216,2.009802,2023-01-06 07:00:00,128
100.00125,41.39216,2.009802,2023-01-06 08:00:00,129
88.36656439543007,41.39216,2.009802,2023-01-06 09:00:00,130
61.964126530448574,41.39216,2.009802,2023-01-06 10:00:00,131
36.27592661357822,41.39216,2.009802,2023-01-06 11:00:00,132
19.369118380623437,41.39216,2.009802,2023-01-06 12:00:00,133
10.58749893178319,41.39216,2.009802,2023-01-06 13:00:00,134
19.369118380623437,41.39216,2.009802,2023-01-06 14:00:00,135
36.27592661357822,41.39216,2.009802,2023-01-06 15:00:00,136
61.964126530448574,41.39216,2.009802,2023-01-06 16:00:00,137
88.36656439543007,41.39216,2.009802,2023-01-06 17:00:00,138
100.00125,41.39216,2.009802,2023-01-06 18:00:00,139
100.00125,41.39216,2.009802,2023-01-06 19:00:00,140
88.36656439543007,41.39216,2.009802,2023-01-06 20:00:00,141
61.964126530448574,41.39216,2.009802,2023-01-06 21:00:00,142
