concentration,lat,lon,date,id
24.785400941012757,41.39216,2.009802,2023-01-01 00:00:00,1
24.52117821399177,41.39216,2.009802,2023-01-01 01:00:00,2
24.52117821399177,41.39216,2.009802,2023-01-01 02:00:00,3
24.52117821399177,41.39216,2.009802,2023-01-01 03:00:00,4
22.949797269698433,41.39216,2.009802,2023-01-01 04:00:00,5
26.260372509434873,41.39216,2.009802,2023-01-01 05:00:00,6
28.12434922009404,41.39216,2.009802,2023-01-01 06:00:00,7
28.489649262630802,41.39216,2.009802,2023-01-01 07:00:00,8
29.61545344396972,41.39216,2.009802,2023-01-01 08:00:00,9
27.026951522782166,41.39216,2.009802,2023-01-01 09:00:00,10
26.39933229427875,41.39216,2.009802,2023-01-01 10:00:00,11
24.634426270878993,41.39216,2.009802,2023-01-01 11:00:00,12
24.003980282111797,41.39216,2.009802,2023-01-01 12:00:00,13
24.003980282111797,41.39216,2.009802,2023-01-01 13:00:00,14
24.003980282111797,41.39216,2.009802,2023-01-01 14:00:00,15
24.003980282111797,41.39216,2.009802,2023-01-01 15:00:00,16
26.478313427436813,41.39216,2.009802,2023-01-01 16:00:00,17
28.47773195278119,41.39216,2.009802,2023-01-01 17:00:00,18
29.934285596708815,41.39216,2.009802,2023-01-01 18:00:00,19
29.977830502734413,41.39216,2.009802,2023-01-01 19:00:00,20
29.977830502734413,41.39216,2.009802,2023-01-01 20:00:00,21
29.316853861726567,41.39216,2.009802,2023-01-01 21:00:00,22
28.559501626411116,41.39216,2.009802,2023-01-01 22:00:00,23
27.876846351673027,41.39216,2.009802,2023-01-01 23:00:00,24
24.785400941012757,41.39216,2.009802,2023-01-02 00:00:00,25
24.52117821399177,41.39216,2.009802,2023-01-02 01:00:00,26
24.52117821399177,41.39216,2.009802,2023-01-02 02:00:00,27
24.52117821399177,41.39216,2.009802,2023-01-02 03:00:00,28
22.949797269698433,41.39216,2.009802,2023-01-02 04:00:00,29
26.260372509434873,41.39216,2.009802,2023-01-02 05:00:00,30
28.12434922009404,41.39216,2.009802,2023-01-02 06:00:00,31
28.489649262630802,41.39216,2.009802,2023-01-02 07:00:00,32
29.61545344396972,41.39216,2.009802,2023-01-02 08:00:00,33
27.026951522782166,41.39216,2.009802,2023-01-02 09:00:00,34
26.39933229427875,41.39216,2.009802,2023-01-02 10:00:00,35
24.634426270878993,41.39216,2.009802,2023-01-02 11:00:00,36
24.003980282111797,41.39216,2.009802,2023-01-02 12:00:00,37
24.003980282111797,41.39216,2.009802,2023-01-02 13:00:00,38
24.003980282111797,41.39216,2.009802,2023-01-02 14:00:00,39
24.003980282111797,41.39216,2.009802,2023-01-02 15:00:00,40
26.478313427436813,41.39216,2.009802,2023-01-02 16:00:00,41
28.47773195278119,41.39216,2.009802,2023-01-02 17:00:00,42
29.934285596708815,41.39216,2.009802,2023-01-02 18:00:00,43
29.977830502734413,41.39216,2.009802,2023-01-02 19:00:00,44
29.977830502734413,41.39216,2.009802,2023-01-02 20:00:00,45
29.316853861726567,41.39216,2.009802,2023-01-02 21:00:00,46
28.559501626411116,41.39216,2.009802,2023-01-02 22:00:00,47
27.876846351673027,41.39216,2.009802,2023-01-02 23:00:00,48
24.785400941012757,41.39216,2.009802,2023-01-03 00:00:00,49
24.52117821399177,41.39216,2.009802,2023-01-03 01:00:00,50
24.52117821399177,41.39216,2.009802,2023-01-03 02:00:00,51
24.52117821399177,41.39216,2.009802,2023-01-03 03:00:00,52
22.949797269698433,41.39216,2.009802,2023-01-03 04:00:00,53
26.260372509434873,41.39216,2.009802,2023-01-03 05:00:00,54
28.12434922009404,41.39216,2.009802,2023-01-03 06:00:00,55
28.489649262630802,41.39216,2.009802,2023-01-03 07:00:00,56
29.61545344396972,41.39216,2.009802,2023-01-03 08:00:00,57
